"20220609","6/14/2022","E of Gulfport Middle Grounds","Disabled","Fuel/Oil Transfer","Escort","1710"
"20220610","6/15/2022","Boca Ciega","Disabled","Tow","","1526"
"20220611","6/16/2022","Second Span","Disabled","Tow","","1710"
"20220612","6/16/2022","N Skyway Fishing Pier","Overdue","Transport","","1856"
"20220613","6/17/2022","South side of Indian Key","Disabled","Tow","","0855"
"20220614","6/18/2022","Mainspan Skyway Bridge","PIW","No Longer Needs Assistance ","","0713"
"20220615","6/19/2022","Bunces Pass","Disabled","Jump Start","Tow","1145"
"20220616","6/19/2022","First Span","Disabled","No Longer Needs Assistance ","","1229"
"20220617","6/21/2022","Middle of Frenchman's Creek","Disabled","Fuel/Oil Transfer","Escort","1705"
"20220618","6/23/2022","1/2 Mile out of Blinds Pass","No Distress (Good Intent / Hoax)","No Longer Needs Assistance ","","1507"
"20220619","6/23/2022","Port Manatee","Disabled","No Longer Needs Assistance ","","1638"
"20220620","6/24/2022","The Warf","Disabled","Tow","","1358"
"20220621","6/26/2022","Fort De Soto","Disabled","Fuel/Oil Transfer","","1348"
"20220622","6/26/2022","S Point of Shell Key","Weather","Transport","","2106"
"20220623","6/27/2022","Frenchman","Disabled","Jump Start","Tow",""
"20220624","6/27/2022","Structure Charlie (Marker 29)","Aground","Freed from Aground","",""
"20220625","6/28/2022","S of Irma Pass","Disabled","Fuel/Oil Transfer","","0851"
"20220626","6/30/2022","Off of Point Pinellas","Disabled","Tow","",""
"20220701","7/2/2022","0.5 NM SW of Tarpon Key ","Disabled","Tow","","1154"
"20220702","7/2/2022","Mkr 20 Main Channel ","Disabled","Fuel/Oil Transfer","","1759"
"20220703","7/3/2022","Eckerd Pier","Disabled","Fuel/Oil Transfer","","1058"
"20220704","7/3/2022","Mkr 24 Skyway","Disabled","Fuel/Oil Transfer","","1113"
"20220705","7/3/2022","Mkr 17 Skyway Channel","Disabled","Jump Start","Tow","1712"
"20220706","7/3/2022","Westshore Yacht Club Basin","Disabled","Tow","","0135"
"20220707","7/4/2022","Egmont Key","Medical","No Longer Needs Assistance ","","1351"
"20220708","7/4/2022","1.8 nm W of Bunces","Medical","No Longer Needs Assistance ","","1504"
"20220709","7/4/2022","Big Bayou","Aground","Freed from Aground","","2243"
"20220710","7/8/2022","Don CeSar","Taking on Water","No Longer Needs Assistance ","","1829"
"20220711","7/9/2022","Fort Desoto Campground","PIW","No Longer Needs Assistance ","","0536"
"20220712","7/9/2022","Upper Boca Ciega Bay","Disabled","Fuel/Oil Transfer","",""
"20220713","7/9/2022","Conception Key ","Medical","Agency Assist (Case Accepted) ","",""
"20220714","7/10/2022","27.7686667 -82.8995","Taking on Water","No Longer Needs Assistance ","","1214"
"20220715","7/10/2022","Maximo Park, Indian Key","Aground","Transport","","1650"
"20220716","7/10/2022","Coquina Key","PIW","Agency Assist (Case Accepted) ","","1942"
"","7/15/2022","","","","",""
